40_grad,,60_grad,,50_grad,,30_grad,,20_grad,
X,Y,X,Y,X,Y,X,Y,X,Y
1.8036333307269263,6.027475280000999,0.8205836613061557,1.5831931837610114,1.7084994917507217,20.884075430289045,1.201119017210969,1.5106334760673121,2.279302525607944,4.427533725354579
2.4220032840722485,28.809344717681768,1.2090468371256549,11.496663247414745,1.974874240884093,39.75374569966584,4.467380822060623,61.27806470337998,3.325774754346181,10.957907417788874
3.087940156905674,56.58889359367362,1.4125275482691997,27.692594668882577,2.0414679281674353,55.44063621942058,5.038183855917843,77.55502113177255,4.24540186444948,18.417045368702702
3.3574860340049177,77.9885653852424,1.2328302968697056,19.773911902575207,2.554133615983643,90.56558138548633,5.608986889775068,93.30125512674806,5.038183855917843,27.087930438101637
3.910168336628576,99.3107537746667,1.6269562011996896,41.96785335157699,2.8229244626148216,120.36343467837162,6.179789923632288,109.5805438314593,5.785664019302303,35.90393492288797
4.277113144108217,116.22753133982997,1.7084994917507217,57.16683166545408,3.262352195028715,144.22210313531775,6.750592957489509,126.06118572502061,6.370057601584694,43.91452665227405
5.038183855917843,147.00321307449258,1.8607136341126473,67.77215854196737,3.529632980723761,163.8292910050386,7.437670683428756,143.13388028112087,6.940860635441915,51.79451090781146
5.399692444027419,164.51871188485416,2.0890348476555367,101.58498232723844,3.896577788203402,183.28306692134987,8.346727366979145,159.2586628781001,7.511663669299136,60.392836269516636
6.084656084656082,179.26118598061254,2.342725084925412,139.32328629873928,4.486407589855865,199.02396259497374,9.171220638106242,174.49211281183875,8.082466703156356,68.66464294660005
6.761163384042419,193.2859409105548,2.1841686866317396,129.3971182862391,5.038183855917843,214.80352222712582,10.03271040216853,188.38816064122904,8.621558457354844,76.06573313135897
7.727876939699598,207.7733817687777,2.612270962024656,158.18518231372036,5.894388406703676,234.13705634211607,11.221883389371072,204.57415829319126,9.210482222445627,84.97502866889431
8.700836656501679,222.59099285535376,2.6281266018540226,182.4019847564976,6.750592957489509,249.7083696131872,12.648890974014126,219.48906535144746,9.808466353153193,93.37122341630987
9.794875804728019,238.12784026527038,2.507623739150832,169.90720309163999,9.200289311126749,277.69102088526824,14.266166236609585,233.70169809595382,10.4336315807111,102.42045553296884
11.12674955039487,252.9572305251733,2.913528118782633,192.8505826643925,10.862488886572084,291.8945836663129,16.07370917715745,247.48804255775954,10.936481872442464,110.67671370126078
12.839158651966532,268.124023425852,2.9769506781001027,204.1154772838417,13.187982728212614,304.08461455885686,18.071519795657725,261.49866247970954,11.507284906299684,118.4043225706414
14.836969270466806,281.2678846577152,3.230640915369978,218.5095092975823,17.191531785127843,317.8528190937392,20.164464253134206,274.6187768981457,12.078087940156905,126.37137847541123
16.929913727943283,291.2415462970694,3.556814077574103,226.59084674196976,19.022858185419757,322.3261250730567,22.257408710610683,285.4829440410137,12.6624815224393,134.43794483644672
19.022858185419757,298.6624254930175,3.563609351786692,235.89662925368864,0.10582010582010604,1.2106537530266905,23.996998909032683,293.01407629930156,13.409961685823752,142.8388041364998
21.115802642896234,304.18355961480285,4.063062006411759,244.81058934386147,1.0582010582010568,4.842615012106535,42.853884848958735,334.3420126671358,14.202743677292116,151.7817881097501
23.20874710037271,308.87355526664203,4.508152467336139,254.95132677768447,1.481481481481481,12.106537530266337,68.01678525816456,357.19832059065595,15.090659507736685,160.34383361760837
25.491959235801602,313.3359772898055,4.888687823240954,262.97435731410377,2.010582010582011,48.426150121065405,71.60015985960156,359.5927909445485,15.959548570386008,168.79703956392615
31.808846143821512,321.3683369314997,5.418719211822658,271.4055362063002,2.3280423280423292,61.50121065375305,78.57664138452316,364.05521296771195,17.025047566919486,176.8511671179284
35.93554067007817,326.8199896362207,5.989522245679879,280.68410882763396,2.3280423280423292,76.02905569007271,91.41970964631062,370.25906797552454,18.12341098055384,184.91518917752535
38.00205906117236,328.2469972208638,6.573915827962274,288.72268787284474,2.4338624338624335,83.29297820823246,92.65644955300127,370.91210534476795,19.161234678476056,192.4548024406086
39.87619568900357,330.42378845167525,7.32139599134673,296.9556232779494,2.6455026455026456,99.27360774818408,0.3174603174603181,1.2106537530266905,20.25959809211041,199.16327723374565
44.219734965688524,333.8444603858075,8.082466703156356,305.20022006464774,2.8571428571428577,110.89588377723976,2.2222222222222214,9.927360774818396,21.40120415982485,205.69365092618
51.40007471698769,339.34863249800213,8.843537414965986,312.5468904686363,2.8571428571428577,126.87651331719132,2.4338624338624335,17.191283292978255,22.534161696723274,212.10529055147913
60.596345818020694,342.66823912498955,9.680715197956577,320.17110175455343,3.174603174603174,137.046004842615,2.9629629629629655,25.90799031476996,23.631564162489177,218.10136094180515
67.31279484974065,344.3987881534847,10.746214194490054,326.5055642362147,3.2804232804232782,153.7530266343826,3.386243386243386,33.17191283292982,24.350353168087153,220.7135104187789
70.49026507154586,346.0966853135176,11.887820262204496,332.2196412170947,3.597883597883598,173.36561743341406,3.80952380952381,42.61501210653756,28.345974405087702,240.95766886532525
75.34209085933223,347.40276005200445,13.043016878344115,338.07365477709834,4.1269841269841265,190.79903147699758,4.1269841269841265,52.058111380145306,35.385878489326764,264.4670141580888
88.47056063804833,352.3005403213302,14.171032397633383,342.0696215365165,4.761904761904759,208.23244552058117,4.867724867724867,68.76513317191285,39.19123204837491,276.2216868044705
96.53791018323037,353.54131132289274,15.312638465347824,345.00828969811187,5.608465608465611,225.66585956416466,5.291005291005291,84.74576271186442,44.04305783616128,287.97635945085227
0.10582010582010604,1.2106537530266905,16.454244533062266,347.40276005200445,6.243386243386244,241.64648910411626,5.82010582010582,101.45278450363202,48.70461594599525,295.15977051253003
1.0582010582010568,1.9370460048426708,17.595850600776707,349.47071172127534,7.195767195767196,257.62711864406776,6.349206349206348,117.43341404358353,87.51922224828628,332.3829005594056
2.116402116402117,16.464891041162275,18.73745666849115,351.4298238290056,8.465608465608465,271.42857142857144,6.984126984126984,134.8668280871671,0.42328042328042237,1.2106537530266905
2.4338624338624335,36.07748184019374,19.49852738030078,351.97402163670847,10.052910052910054,285.23002421307507,7.724867724867725,153.0266343825666,1.375661375661375,2.663438256658594
2.6455026455026456,44.06779661016952,2.3280423280423292,148.66828087167073,12.275132275132272,299.0314769975787,8.465608465608465,166.82808716707024,25.185185185185183,226.39225181598067
3.174603174603174,64.40677966101691,3.0687830687830697,211.1380145278451,14.17989417989418,308.4745762711865,9.417989417989418,182.08232445520582,26.560846560846564,232.9297820823245
3.7037037037037024,87.6513317191284,2.116402116402117,118.88619854721554,18.095238095238095,320.8232445520581,10.582010582010582,195.88377723970945,30.052910052910057,245.27845036319616
5.185185185185183,155.20581113801455,1.904761904761905,88.37772397094432,1.904761904761905,30.2663438256659,11.957671957671955,212.590799031477,32.06349206349206,253.26876513317194
6.56084656084656,186.4406779661017,1.798941798941799,76.75544794188863,2.2222222222222214,68.03874092009687,13.43915343915344,227.11864406779665,34.07407407407407,259.80629539951576
6.455026455026456,186.4406779661017,1.587301587301587,49.878934624697365,2.7513227513227516,104.35835351089588,15.026455026455025,240.19370460048427,36.93121693121693,269.24939467312345
4.656084656084655,131.23486682808715,1.481481481481481,35.351089588377704,5.291005291005291,220.58111380145283,17.142857142857142,256.90072639225184,40.952380952380956,280.1452784503632
5.82010582010582,171.9128329297821,0.10582010582010604,1.2106537530266905,7.936507936507937,264.8910411622276,18.941798941798943,267.07021791767556,42.751322751322746,283.77723970944317
7.089947089947092,200.24213075060538,,,15.132275132275133,312.10653753026634,21.269841269841272,280.1452784503632,45.820105820105816,289.588377723971
8.148148148148149,214.769975786925,,,16.296296296296294,315.7384987893463,23.28042328042328,290.31476997578693,47.51322751322751,291.7675544794189
9.312169312169313,230.02421307506057,,,11.64021164021164,296.1259079903148,25.29100529100529,300.48426150121065,51.21693121693123,298.30508474576277
10.476190476190474,246.73123486682812,,,,,27.724867724867728,307.74818401937046,53.75661375661376,302.6634382566586
12.169312169312171,261.9854721549637,,,,,29.735449735449734,313.5593220338983,52.698412698412696,301.9370460048426
13.862433862433864,275.7869249394673,,,,,30.8994708994709,316.4648910411622,55.23809523809524,306.2953995157385
15.873015873015873,286.6828087167071,,,,,32.38095238095238,318.6440677966102,57.354497354497354,307.74818401937046
27.407407407407412,316.4648910411622,,,,,34.6031746031746,324.45520581113806,59.788359788359784,311.3801452784504
29.417989417989418,318.6440677966102,,,,,37.248677248677254,327.360774818402,63.06878306878308,314.28571428571433
34.07407407407407,323.728813559322,,,,,39.15343915343915,330.9927360774818,65.82010582010582,317.9176755447942
41.69312169312169,331.71912832929786,,,,,40.63492063492064,331.71912832929786,67.83068783068784,319.37046004842614
46.77248677248678,334.6246973365618,,,,,44.55026455026455,336.8038740920097,69.62962962962963,320.8232445520581
49.1005291005291,336.07748184019374,,,,,46.77248677248678,339.70944309927364,71.53439153439153,323.0024213075061
53.33333333333333,339.70944309927364,,,,,48.57142857142857,341.8886198547216,73.96825396825398,325.181598062954
56.61375661375662,340.4358353510896,,,,,50.05291005291005,343.34140435835354,75.87301587301587,325.90799031477
58.412698412698404,341.8886198547216,,,,,52.91005291005291,345.5205811138015,78.41269841269842,326.63438256658594
62.96296296296296,342.61501210653756,,,,,56.71957671957672,348.4261501210654,80.31746031746032,328.81355932203394
65.18518518518519,344.7941888619855,,,,,59.57671957671957,351.3317191283293,82.32804232804233,329.53995157384986
68.88888888888889,345.5205811138015,,,,,61.90476190476191,352.7845036319613,84.12698412698413,330.9927360774818
72.38095238095238,346.97336561743344,,,,,64.33862433862433,354.9636803874092,86.03174603174604,330.9927360774818
76.71957671957672,348.4261501210654,,,,,66.13756613756614,355.6900726392252,89.84126984126983,333.8983050847458
78.83597883597884,349.1525423728814,,,,,69.73544973544973,358.5956416464891,92.48677248677248,335.35108958837776
82.11640211640211,349.87893462469737,,,,,73.12169312169313,360.77481840193707,94.70899470899471,335.35108958837776
84.76190476190476,350.60532687651335,,,,,74.70899470899471,362.22760290556903,96.93121693121694,337.5302663438257
90.6878306878307,352.7845036319613,,,,,76.4021164021164,362.22760290556903,98.51851851851852,337.5302663438257
93.86243386243387,353.51089588377727,,,,,77.77777777777779,363.680387409201,100.00000000000001,338.98305084745766
98.09523809523809,353.51089588377727,,,,,80,365.13317191283295,,
100.21164021164022,354.23728813559325,,,,,81.58730158730158,365.85956416464893,,
17.989417989417987,294.6731234866828,,,,,83.4920634920635,367.3123486682809,,
20,301.9370460048426,,,,,84.76190476190476,368.03874092009687,,
22.11640211640212,306.2953995157385,,,,,86.45502645502646,367.3123486682809,,
24.232804232804234,311.3801452784504,,,,,87.83068783068784,368.03874092009687,,
26.560846560846564,315.01210653753026,,,,,89.52380952380953,368.76513317191285,,
54.920634920634924,338.98305084745766,,,,,90.5820105820106,370.2179176755448,,
,,,,,,94.17989417989418,371.67070217917677,,
,,,,,,95.44973544973544,371.67070217917677,,
,,,,,,96.93121693121694,373.12348668280873,,
,,,,,,98.09523809523809,372.39709443099275,,
,,,,,,24.867724867724867,297.57869249394673,,
,,,,,,26.560846560846564,304.1162227602906,,
,,,,,,28.888888888888886,310.6537530266344,,
,,,,,,33.22751322751323,321.54963680387414,,
,,,,,,35.97883597883598,326.63438256658594,,
,,,,,,42.01058201058201,333.8983050847458,,
,,,,,,45.60846560846561,337.5302663438257,,
,,,,,,51.42857142857143,344.0677966101695,,
,,,,,,54.60317460317461,345.5205811138015,,
,,,,,,58.51851851851852,350.60532687651335,,
,,,,,,61.058201058201064,352.7845036319613,,
,,,,,,99.57671957671958,373.12348668280873,,
